label,count,+1,0,-1,entropy,purity
AVLP302,2,2,0,0,-0.000000,1.000000
AVLP303,1,1,0,0,-0.000000,1.000000
AVLP304,2,2,0,0,-0.000000,1.000000
AVLP305,1,1,0,0,-0.000000,1.000000
AVLP306,2,2,0,0,-0.000000,1.000000
AVLP307,1,1,0,0,-0.000000,1.000000
AVLP308,2,2,0,0,-0.000000,1.000000
AVLP309,2,2,0,0,-0.000000,1.000000
AVLP310,2,2,0,0,-0.000000,1.000000
AVLP311_a,3,3,0,0,-0.000000,1.000000
AVLP311_b,5,5,0,0,-0.000000,1.000000
AVLP312,3,3,0,0,-0.000000,1.000000
AVLP313,1,1,0,0,-0.000000,1.000000
AVLP314,1,1,0,0,-0.000000,1.000000
AVLP315,1,1,0,0,-0.000000,1.000000
AVLP316,2,2,0,0,-0.000000,1.000000
AVLP317,1,1,0,0,-0.000000,1.000000
AVLP318,1,1,0,0,-0.000000,1.000000
AVLP319,1,1,0,0,-0.000000,1.000000
AVLP320,2,2,0,0,-0.000000,1.000000
AVLP321,1,1,0,0,-0.000000,1.000000
AVLP322,1,1,0,0,-0.000000,1.000000
AVLP323,1,1,0,0,-0.000000,1.000000
AVLP324,2,2,0,0,-0.000000,1.000000
AVLP325_a,2,2,0,0,-0.000000,1.000000
AVLP325_b,3,3,0,0,-0.000000,1.000000
AVLP326,1,1,0,0,-0.000000,1.000000
AVLP327,1,1,0,0,-0.000000,1.000000
AVLP328,1,1,0,0,-0.000000,1.000000
AVLP329,2,2,0,0,-0.000000,1.000000
AVLP330,1,1,0,0,-0.000000,1.000000
AVLP331,3,3,0,0,-0.000000,1.000000
AVLP332,3,3,0,0,-0.000000,1.000000
AVLP333,3,3,0,0,-0.000000,1.000000
AVLP334,2,2,0,0,-0.000000,1.000000
AVLP335,2,2,0,0,-0.000000,1.000000
AVLP336,1,1,0,0,-0.000000,1.000000
AVLP337,3,3,0,0,-0.000000,1.000000
AVLP338,2,2,0,0,-0.000000,1.000000
AVLP339,1,1,0,0,-0.000000,1.000000
AVLP340,1,1,0,0,-0.000000,1.000000
AVLP341,1,1,0,0,-0.000000,1.000000
AVLP342,1,1,0,0,-0.000000,1.000000
AVLP343,1,1,0,0,-0.000000,1.000000
AVLP344,1,1,0,0,-0.000000,1.000000
AVLP345,3,3,0,0,-0.000000,1.000000
AVLP346,3,3,0,0,-0.000000,1.000000
AVLP347,2,2,0,0,-0.000000,1.000000
AVLP348,2,2,0,0,-0.000000,1.000000
AVLP349,3,3,0,0,-0.000000,1.000000
AVLP350,1,1,0,0,-0.000000,1.000000
AVLP351,2,2,0,0,-0.000000,1.000000
AVLP352,1,1,0,0,-0.000000,1.000000
AVLP353,3,3,0,0,-0.000000,1.000000
AVLP354,2,2,0,0,-0.000000,1.000000
AVLP355,3,3,0,0,-0.000000,1.000000
AVLP356,1,1,0,0,-0.000000,1.000000
AVLP357,3,3,0,0,-0.000000,1.000000
AVLP358,1,1,0,0,-0.000000,1.000000
AVLP359,4,4,0,0,-0.000000,1.000000
AVLP360,5,5,0,0,-0.000000,1.000000
AVLP361,5,5,0,0,-0.000000,1.000000
AVLP362,1,1,0,0,-0.000000,1.000000
AVLP363,1,1,0,0,-0.000000,1.000000
AVLP364,1,1,0,0,-0.000000,1.000000
AVLP365,2,2,0,0,-0.000000,1.000000
AVLP366,1,1,0,0,-0.000000,1.000000
AVLP367,3,3,0,0,-0.000000,1.000000
AVLP368,3,3,0,0,-0.000000,1.000000
AVLP369,1,1,0,0,-0.000000,1.000000
AVLP370,2,2,0,0,-0.000000,1.000000
